year,genre,parentalAdvisor,duree,themaScore,imdbRating
2013,Comedy,PG,87.0,0.3156704902648926,5.3
1958,Thriller,Not Rated,86.0,0.1653678715229034,6.4
1995,Documentary,PG-13,88.0,0.302753210067749,4.2
2001,Drama,R,101.0,0.1881890743970871,6.5
1979,Comedy,R,85.0,0.1978920400142669,3.6
2012,Adventure,Not Rated,117.0,0.2754988670349121,4.8
1972,Crime,R,113.0,0.3231984078884125,6.8
1964,Comedy,Not Rated,113.0,0.1151609048247337,5.5
1960,Comedy,Not Rated,93.0,0.1110742315649986,6.9
2010,Drama,Not Rated,91.0,0.1748257875442505,4.9
2006,Documentary,Not Rated,93.0,0.1027010530233383,2.7
1995,Comedy,R,95.0,0.1339206546545028,3.4
1975,Crime,R,91.0,0.2920030355453491,4.7
1983,Romance,Not Rated,140.0,0.1364457905292511,7.2
2014,Comedy,Not Rated,112.0,0.2216242849826812,6.6
1939,Comedy,Approved,56.0,0.2247967720031738,6.0
2008,Comedy,R,86.0,0.3067626953125,5.8
1935,Comedy,Approved,97.0,0.3060906231403351,5.9
2015,Documentary,R,85.0,0.2342305183410644,5.4
2001,Adventure,PG-13,80.0,0.384979784488678,5.4
2014,Drama,Not Rated,86.0,0.308239221572876,4.8
1971,Drama,R,92.0,0.1824805736541748,5.2
2014,Crime,PG-13,92.0,0.3502393364906311,5.2
1999,Documentary,R,103.0,0.4029728174209595,6.0
1957,Crime,Not Rated,98.0,0.253797322511673,6.1
2014,Drama,PG-13,91.0,0.2576985657215118,7.3
1969,Comedy,Not Rated,96.0,0.1632996946573257,7.2
2003,Thriller,Not Rated,70.0,0.216482013463974,2.3
1965,Adventure,Not Rated,119.0,0.2093596458435058,6.3
2015,Horror,Not Rated,141.0,0.249665305018425,5.0
2001,Thriller,R,98.0,0.1437580287456512,4.8
2003,Drama,R,90.0,0.1658740043640136,3.4
2016,Documentary,Not Rated,89.0,0.3857107758522033,2.0
1970,Horror,R,91.0,0.2325949519872665,6.3
1956,Adventure,Approved,77.0,0.2155716717243194,5.0
2007,Drama,R,94.0,0.4664661288261413,3.8
2012,Horror,Not Rated,140.0,0.2182541191577911,6.4
1986,Comedy,R,101.0,0.1936651021242141,7.1
1982,Thriller,Not Rated,143.0,0.2820948660373688,8.1
2016,Drama,R,96.0,0.1746424287557602,5.7
2012,Drama,PG-13,83.0,0.1405629217624664,4.6
2015,Documentary,Not Rated,90.0,0.1887172311544418,4.2
1998,Documentary,R,94.0,0.2920836508274078,4.1
1980,Drama,Not Rated,87.0,0.316585898399353,6.6
1980,Drama,R,104.0,0.3593930602073669,5.6
1952,Crime,Approved,78.0,0.2605000138282776,6.6
1957,Crime,Approved,90.0,0.1477559506893158,6.4
2015,Drama,Not Rated,86.0,0.1482326686382293,4.9
2004,Romance,R,95.0,0.2043599784374237,7.2
1997,Documentary,PG-13,93.0,0.2814514636993408,4.6
2006,Adventure,Not Rated,106.0,0.3392980098724365,7.1
2013,Comedy,Not Rated,88.0,0.1444102376699447,5.4
2003,Drama,R,84.0,0.3080091476440429,4.0
2012,Thriller,Not Rated,92.0,0.0610361844301223,6.2
1956,Crime,Approved,78.0,0.3040493726730346,6.5
2009,Comedy,R,96.0,0.3039429783821106,5.2
2009,Drama,R,100.0,0.200370043516159,5.2
1957,Thriller,Approved,75.0,0.2203997075557708,6.2
2002,Drama,R,90.0,0.2456164360046386,5.1
1987,Drama,R,93.0,0.3080091476440429,6.5
1985,Comedy,R,94.0,0.0810592249035835,5.2
1990,Drama,R,94.0,0.0917300507426261,5.6
2000,Documentary,R,109.0,0.2868791222572326,6.3
1987,Adventure,PG-13,91.0,0.1741118431091308,6.3
2009,Drama,R,99.0,0.2019157111644745,4.7
1986,Romance,PG-13,136.0,0.066693291068077,7.1
1980,Drama,R,98.0,0.1971403062343597,6.8
2005,Thriller,Not Rated,100.0,0.2022221386432647,5.4
2015,Documentary,PG,85.0,0.2868791222572326,6.7
1997,Documentary,PG-13,95.0,0.1394945383071899,4.8
1990,Comedy,R,94.0,0.2450500726699829,4.7
2011,Thriller,R,96.0,0.1881652772426605,3.1
1958,Drama,Approved,99.0,0.2081936001777649,7.0
2012,Comedy,R,93.0,0.238536924123764,5.9
1989,Comedy,R,89.0,0.328923761844635,5.7
2004,Drama,PG,97.0,0.157298743724823,6.2
1996,Drama,Not Rated,86.0,0.258915901184082,7.3
1974,Thriller,PG,91.0,0.3153742551803589,5.6
1969,Crime,Not Rated,88.0,0.3044998347759247,6.5
1988,Crime,R,97.0,0.2156339287757873,6.3
2014,Drama,Not Rated,84.0,0.0448623970150947,3.0
1993,Comedy,R,95.0,0.3248150944709778,5.1
2012,Thriller,R,101.0,0.1926853060722351,5.6
1976,Thriller,PG-13,104.0,0.1407714337110519,4.8
2003,Comedy,R,109.0,0.104853942990303,5.4
1973,Horror,R,74.0,0.1928396821022033,3.7
2014,Adventure,Not Rated,133.0,0.22126105427742,7.5
1983,Adventure,PG,81.0,0.3205966651439667,6.5
2008,Documentary,Not Rated,90.0,0.1285308897495269,6.8
2000,Drama,R,93.0,0.1899736821651458,3.8
1998,Comedy,PG-13,100.0,0.3948459029197693,7.2
2007,Drama,Not Rated,105.0,0.3318026959896087,3.1
2013,Comedy,PG-13,89.0,0.2667776048183441,3.4
1953,Drama,Approved,80.0,0.1640920042991638,6.8
1942,Crime,Approved,63.0,0.1515876203775406,6.4
1980,Drama,Not Rated,140.0,0.1946866363286972,7.5
1952,Drama,Not Rated,116.0,0.0937840789556503,7.7
1988,Thriller,PG-13,97.0,0.1810231357812881,4.8
2015,Documentary,Not Rated,139.0,0.2402999997138977,7.2
1998,Drama,R,90.0,0.1396630853414535,5.5
2014,Thriller,Not Rated,93.0,0.1261285096406936,6.2
2013,Adventure,Not Rated,102.0,0.304261714220047,6.4
1994,Drama,Not Rated,90.0,0.0274368822574615,4.3
1935,Crime,Approved,70.0,0.2487525641918182,6.5
2011,Adventure,Not Rated,108.0,0.2206243276596069,5.2
2002,Comedy,R,91.0,0.1687265038490295,4.6
2016,Documentary,R,102.0,0.2226067185401916,4.3
1993,Thriller,R,87.0,0.1091051548719406,2.5
1978,Comedy,PG,83.0,0.2743347585201263,4.6
2014,Drama,Not Rated,135.0,0.1898296326398849,6.2
1956,Crime,Approved,72.0,0.2914949357509613,4.3
2015,Drama,PG-13,95.0,0.1969748437404632,7.4
1981,Drama,PG,126.0,0.0374013371765613,6.7
1935,Crime,Approved,94.0,0.136594533920288,6.5
1982,Adventure,PG,92.0,0.2105458676815033,2.2
2015,Drama,Not Rated,101.0,0.2145686745643615,5.8
1997,Comedy,R,98.0,0.2008130252361297,3.8
2009,Drama,Not Rated,98.0,0.3080091476440429,7.1
1989,Romance,R,94.0,0.1846123039722442,4.1
2010,Comedy,PG-13,101.0,0.0905254185199737,5.6
1987,Drama,R,85.0,0.2922486066818237,3.3
2002,Drama,PG-13,86.0,0.1033816710114479,6.0
1962,Drama,Approved,82.0,0.1765964180231094,5.2
1970,Comedy,Not Rated,100.0,0.2808848619461059,5.2
1995,Crime,R,93.0,0.3185002207756042,4.6
1990,Thriller,R,98.0,0.2859981060028076,4.2
2013,Drama,Not Rated,86.0,0.0968419089913368,5.0
2014,Comedy,R,99.0,0.1887530386447906,6.4
1984,Comedy,PG,113.0,0.1981837451457977,5.8
2004,Comedy,PG-13,106.0,0.243649274110794,7.2
1987,Drama,PG-13,117.0,0.245396614074707,6.7
1965,Comedy,Not Rated,80.0,0.1546091884374618,5.1
2008,Documentary,R,92.0,0.1840225756168365,5.3
2011,Comedy,PG-13,105.0,0.1798322647809982,5.9
1970,Crime,PG-13,115.0,0.2009428441524505,6.7
1996,Drama,R,96.0,0.0403369888663291,5.4
1973,Drama,R,93.0,0.2753005623817444,6.3
2006,Drama,R,117.0,0.152033120393753,5.9
2009,Thriller,Not Rated,80.0,0.069954015314579,7.5
2001,Crime,R,120.0,0.2626009285449981,7.0
1986,Crime,R,104.0,0.2287733852863311,5.8
2011,Drama,PG-13,107.0,0.1298783421516418,5.5
1994,Comedy,PG,87.0,0.2182016968727111,3.8
2003,Drama,R,83.0,0.1636364161968231,4.6
1987,Drama,PG,86.0,0.2017171382904052,4.9
1988,Drama,R,99.0,0.1713346093893051,4.9
2012,Drama,R,93.0,0.0978541448712349,5.2
1982,Horror,PG,89.0,0.2428204119205474,2.9
2015,Documentary,Not Rated,81.0,0.2226067185401916,5.2
1964,Horror,Approved,84.0,0.1960174441337585,5.4
2013,Drama,PG-13,93.0,0.0309099219739437,5.6
1980,Crime,Not Rated,93.0,0.4258984327316284,2.4
2011,Romance,PG-13,100.0,0.3915803730487823,6.1
1989,Crime,R,87.0,0.1804307401180267,2.8
1986,Drama,R,104.0,0.1574535965919494,5.1
2010,Documentary,Not Rated,79.0,0.2612622678279876,3.2
2013,Drama,Not Rated,75.0,0.3080091476440429,2.4
1969,Drama,R,125.0,0.1552554965019226,6.4
1996,Horror,R,89.0,0.1726217865943908,4.3
1940,Adventure,Approved,127.0,0.2081376314163208,7.6
2001,Comedy,PG-13,91.0,0.0454915687441825,5.6
1989,Documentary,Not Rated,81.0,0.2320113629102707,6.4
1937,Comedy,Approved,70.0,0.1449458301067352,6.2
2012,Comedy,Not Rated,90.0,0.1762590408325195,5.6
2004,Drama,R,80.0,0.3000788688659668,5.6
1980,Adventure,PG,115.0,0.0938756167888641,5.1
1991,Documentary,R,100.0,0.2226067185401916,5.2
2009,Drama,R,88.0,0.0869205147027969,3.6
1948,Crime,Approved,91.0,0.3164862990379333,7.1
1950,Drama,Not Rated,98.0,0.0913680046796798,7.2
2001,Romance,PG,85.0,0.1540118157863617,4.1
1998,Crime,R,93.0,0.1425530761480331,4.9
2003,Horror,R,96.0,0.1961599439382553,3.4
1988,Crime,PG-13,98.0,0.3176131844520569,6.6
1941,Comedy,Approved,111.0,0.248810201883316,7.7
2007,Drama,R,124.0,0.2178854942321777,6.9
2010,Documentary,Not Rated,83.0,0.3523473739624023,7.8
2003,Drama,R,110.0,0.1639078855514526,6.1
2013,Documentary,Not Rated,81.0,0.2819075882434845,3.9
1983,Horror,Not Rated,69.0,0.2500516474246979,3.4
2012,Documentary,Not Rated,90.0,0.3233709335327148,7.0
2008,Documentary,PG,96.0,0.4178251624107361,6.7
1960,Romance,Not Rated,109.0,0.3509761095046997,6.3
2006,Comedy,R,122.0,0.2153752148151397,6.3
2014,Documentary,Not Rated,83.0,0.2226067185401916,6.0
1981,Comedy,R,90.0,0.0323822051286697,2.7
2009,Drama,PG-13,126.0,0.3080091476440429,8.0
2005,Documentary,R,93.0,0.0708093643188476,5.1
2013,Romance,Not Rated,97.0,0.352312684059143,6.8
1974,Documentary,Not Rated,98.0,0.0738834291696548,7.2
2012,Drama,Not Rated,82.0,0.260851114988327,6.6
2001,Drama,PG,99.0,0.1725575774908065,6.0
1987,Crime,PG-13,88.0,0.3586838841438293,5.0
2014,Horror,Not Rated,82.0,0.2448174357414245,7.1
2012,Thriller,Not Rated,102.0,0.2281091660261154,2.3
2007,Thriller,Not Rated,115.0,0.326087474822998,6.2
1997,Documentary,R,105.0,0.2226067185401916,5.1
1953,Romance,R,96.0,0.3260260224342346,7.5
2002,Comedy,R,107.0,0.1408068537712097,6.7
2010,Documentary,Not Rated,101.0,0.2048215568065643,6.5
1985,Romance,R,82.0,0.3104577660560608,3.0
2001,Drama,R,93.0,0.0798466056585311,5.6
2016,Comedy,R,104.0,0.4749501347541809,6.1
2000,Thriller,R,93.0,0.1556504517793655,4.6
2011,Documentary,Not Rated,100.0,0.2064482569694519,7.4
2006,Drama,Not Rated,109.0,0.1482326686382293,4.6
2016,Comedy,Not Rated,87.0,0.243649274110794,4.3
1982,Drama,PG,80.0,0.1185089647769928,7.0
2012,Drama,Not Rated,55.0,0.2019467055797577,6.6
2000,Adventure,R,94.0,0.2206243276596069,3.8
2005,Comedy,R,94.0,0.1684309989213943,6.4
1995,Drama,R,91.0,0.1133862733840942,4.9
2008,Drama,Not Rated,95.0,0.2250083684921264,5.2
2011,Documentary,R,78.0,0.2868791222572326,3.3
1989,Drama,Not Rated,86.0,0.1251274645328521,4.0
1986,Thriller,R,80.0,0.3102852404117584,5.6
2014,Horror,Not Rated,112.0,0.2964841723442077,6.8
2014,Drama,Not Rated,104.0,0.1266122460365295,6.6
1961,Comedy,Not Rated,92.0,0.2874539494514465,6.3
2007,Comedy,Not Rated,45.0,0.2377987205982208,7.0
2016,Comedy,PG-13,107.0,0.1127883642911911,5.1
1990,Crime,R,94.0,0.3704378604888916,3.4
1964,Drama,Approved,94.0,0.1450480818748474,6.0
2005,Horror,Not Rated,115.0,0.2488202452659607,6.9
1970,Comedy,R,90.0,0.1610898077487945,5.3
1944,Crime,Approved,68.0,0.2133401334285736,2.6
1986,Comedy,R,93.0,0.1851883381605148,5.9
2011,Comedy,Not Rated,75.0,0.2288884967565536,5.6
2006,Crime,Not Rated,81.0,0.2646840810775757,6.7
2012,Drama,Not Rated,112.0,0.2385914027690887,5.0
2015,Adventure,Not Rated,85.0,0.2485438287258148,5.6
1967,Horror,R,72.0,0.1138016432523727,4.7
1988,Thriller,Not Rated,96.0,0.2283939719200134,3.9
2010,Drama,Not Rated,113.0,0.2341084033250808,5.1
1999,Adventure,PG,99.0,0.170520395040512,6.0
2007,Romance,Not Rated,97.0,0.1982027143239975,7.2
2009,Crime,Not Rated,88.0,0.2405904233455658,7.1
2010,Crime,R,84.0,0.0591248944401741,4.5
1987,Crime,PG-13,100.0,0.1650024652481079,6.4
1994,Thriller,R,119.0,0.2945125699043274,5.8
1996,Comedy,R,89.0,0.2900676131248474,5.0
1971,Drama,R,101.0,0.1364070475101471,6.1
1984,Documentary,R,85.0,0.4626091718673706,5.1
1980,Adventure,Not Rated,92.0,0.1748246401548385,5.1
2012,Documentary,Not Rated,99.0,0.2868791222572326,6.0
2016,Romance,Not Rated,101.0,0.2241583168506622,5.8
1989,Comedy,R,94.0,0.2360622882843017,5.8
2005,Documentary,Not Rated,98.0,0.2705544829368591,6.8
1953,Drama,Not Rated,115.0,0.3434081077575683,6.5
1988,Documentary,Not Rated,89.0,0.2861957550048828,3.7
2000,Romance,R,96.0,0.2019313871860504,4.6
2009,Drama,Not Rated,93.0,0.2821564078330993,6.6
2009,Comedy,Not Rated,85.0,0.2451262325048446,7.6
1970,Drama,R,96.0,0.2451798766851425,5.8
2004,Comedy,Not Rated,111.0,0.1750335395336151,7.1
1997,Drama,R,93.0,0.3921457529067993,6.0
2003,Romance,R,99.0,0.356327474117279,3.4
2002,Comedy,PG-13,91.0,0.243649274110794,4.6
1939,Crime,Not Rated,86.0,0.2744559645652771,6.9
2007,Thriller,R,90.0,0.1556504517793655,3.9
1946,Horror,Not Rated,56.0,0.1115421876311302,5.2
2006,Documentary,Not Rated,94.0,0.3888341188430786,5.9
1995,Romance,PG,109.0,0.3429003357887268,6.4
2007,Drama,Not Rated,90.0,0.0338727608323097,4.6
2011,Documentary,Not Rated,135.0,0.2868791222572326,8.2
1988,Comedy,R,84.0,0.1681140661239624,6.5
2004,Drama,R,104.0,0.1538708657026291,7.7
1992,Comedy,R,87.0,0.243649274110794,4.5
2012,Documentary,Not Rated,92.0,0.4205478727817535,6.7
1994,Drama,PG,107.0,0.1267950534820556,6.0
1952,Comedy,Approved,82.0,0.2023327052593231,6.2
2010,Documentary,Not Rated,91.0,0.2848077118396759,6.7
1968,Drama,Not Rated,107.0,0.1525991857051849,6.0
1992,Drama,R,105.0,0.3080091476440429,4.5
1944,Thriller,Approved,86.0,0.2059392929077148,5.7
1970,Drama,R,89.0,0.3018526434898376,5.5
1978,Romance,R,88.0,0.2904389500617981,3.2
2013,Adventure,R,79.0,0.2907904088497162,7.0
2008,Drama,Not Rated,85.0,0.3080091476440429,6.0
2001,Horror,R,96.0,0.1829282492399215,3.4
1953,Crime,Approved,90.0,0.1428984850645065,6.7
2016,Comedy,Not Rated,105.0,0.137008786201477,7.2
2004,Documentary,R,90.0,0.1201496645808219,5.1
1991,Drama,R,91.0,0.1832762211561203,3.9
1965,Adventure,Approved,103.0,0.1311165243387222,6.5
2011,Crime,Not Rated,93.0,0.3401451408863067,6.2
1993,Crime,R,94.0,0.3014861941337585,5.1
2012,Comedy,PG,89.0,0.243649274110794,5.6
2004,Drama,R,97.0,0.1568996608257293,4.1
2006,Drama,Not Rated,103.0,0.3080091476440429,5.1
2012,Comedy,Not Rated,85.0,0.1919802129268646,4.5
1984,Documentary,Not Rated,95.0,0.2549161314964294,6.9
2011,Romance,Not Rated,84.0,0.4209734797477722,7.4
1971,Horror,R,82.0,0.1065950393676757,2.8
1945,Adventure,Approved,71.0,0.1496449112892151,3.0
1962,Horror,Not Rated,89.0,0.2318029701709747,3.8
1997,Romance,R,96.0,0.3965463042259216,4.8
2009,Romance,PG,101.0,0.2306085079908371,7.7
2012,Comedy,R,77.0,0.1374942809343338,3.1
1995,Drama,R,103.0,0.2489926517009735,4.5
2015,Drama,PG-13,100.0,0.3080091476440429,5.6
2007,Drama,R,104.0,0.1482326686382293,6.4
2009,Documentary,Not Rated,125.0,0.1735290288925171,4.5
2014,Horror,Not Rated,114.0,0.1520349979400634,5.8
2012,Comedy,R,82.0,0.243649274110794,2.9
1935,Drama,Not Rated,77.0,0.1236409395933151,6.3
2000,Drama,R,90.0,0.2249982059001922,3.5
2000,Drama,R,92.0,0.158445805311203,4.9
1967,Crime,Not Rated,120.0,0.1262427419424057,6.9
2012,Adventure,Not Rated,73.0,0.3646453022956848,3.7
2016,Drama,Not Rated,85.0,0.2405059039592743,4.3
1991,Comedy,R,94.0,0.1301720887422561,5.7
2013,Drama,PG,99.0,0.2619391083717346,5.7
1981,Crime,PG,108.0,0.1346759349107742,6.9
2014,Documentary,Not Rated,110.0,0.3585650324821472,7.2
2014,Drama,Not Rated,126.0,0.1264748722314834,7.6
1995,Crime,R,101.0,0.3789030313491821,5.9
2016,Comedy,Not Rated,105.0,0.2885389626026153,7.0
2013,Documentary,Not Rated,87.0,0.293923407793045,6.2
1998,Documentary,PG-13,96.0,0.3766436874866485,5.8
1988,Drama,PG-13,81.0,0.1609682738780975,5.4
1965,Comedy,Approved,90.0,0.231841579079628,7.4
2002,Drama,R,95.0,0.242981418967247,6.0
1977,Documentary,R,97.0,0.2868791222572326,6.7
2007,Crime,PG-13,106.0,0.2453934848308563,7.1
1943,Adventure,Approved,87.0,0.1077933609485626,6.2
1967,Crime,Not Rated,104.0,0.2578645944595337,6.8
1987,Thriller,R,94.0,0.2351605892181396,5.4
1951,Crime,Approved,78.0,0.2210963517427444,7.1
1967,Comedy,Not Rated,97.0,0.005529448390007,6.7
1973,Romance,PG,90.0,0.2259467840194702,7.0
2000,Romance,R,90.0,0.2171855419874191,5.6
1994,Thriller,PG,101.0,0.2538820505142212,6.7
2004,Thriller,R,85.0,0.2283939719200134,3.0
2012,Drama,Not Rated,100.0,0.1684108078479766,2.2
1932,Comedy,Approved,80.0,0.1030061244964599,6.7
1963,Drama,Approved,120.0,0.1168549954891204,6.6
2008,Horror,Not Rated,85.0,0.3833549916744232,4.0
1950,Thriller,Not Rated,94.0,0.1674050986766815,7.0
2012,Horror,PG-13,90.0,0.2085781395435333,6.2
1995,Drama,R,112.0,0.1642001867294311,5.9
2016,Thriller,R,90.0,0.2119227349758148,4.7
1996,Comedy,R,97.0,0.2200184166431427,4.1
1954,Comedy,Approved,100.0,0.2728956937789917,6.8
2003,Comedy,R,96.0,0.1546817570924759,5.6
2009,Documentary,Not Rated,73.0,0.4403948783874511,5.6
1972,Crime,Not Rated,54.0,0.3090320229530334,6.9
2002,Drama,Not Rated,136.0,0.0507519096136093,8.4
2001,Drama,Not Rated,149.0,0.1211754605174064,3.9
1990,Thriller,R,86.0,0.2811580300331116,4.0
1944,Romance,Not Rated,113.0,0.2628572583198547,6.6
1996,Romance,R,91.0,0.2701666057109833,6.8
2011,Comedy,Not Rated,103.0,0.0644792318344116,5.4
2007,Comedy,Not Rated,110.0,0.3189365267753601,6.8
1981,Horror,R,84.0,0.2231553792953491,5.9
1996,Documentary,R,91.0,0.4253820776939392,7.6
2001,Thriller,R,85.0,0.1980443000793457,4.9
2013,Comedy,Not Rated,82.0,0.1199117302894592,7.1
1991,Drama,R,103.0,0.1595800518989563,4.8
1999,Drama,PG,90.0,0.2333867102861404,2.7
1951,Romance,Approved,110.0,0.2843788862228393,7.4
1972,Horror,PG,90.0,0.293748527765274,4.7
2015,Drama,R,108.0,0.3691239655017853,5.6
1989,Drama,R,96.0,0.0956133380532264,5.7
1975,Thriller,R,144.0,0.2048032730817794,6.9
2014,Documentary,R,93.0,0.2648152410984039,5.6
1988,Thriller,R,93.0,0.2212263941764831,4.3
1984,Adventure,R,95.0,0.1963408887386322,5.7
2015,Drama,Not Rated,130.0,0.3080091476440429,6.1
1946,Horror,Approved,83.0,0.2810185253620147,7.3
1975,Crime,Not Rated,100.0,0.3036231398582458,6.5
1970,Adventure,PG,105.0,0.1545125246047973,4.7
1958,Crime,Approved,86.0,0.2156828641891479,6.3
1995,Romance,R,113.0,0.1931909620761871,6.0
2012,Drama,PG-13,112.0,0.1513247340917587,5.4
2016,Drama,Not Rated,134.0,0.3080091476440429,8.4
2004,Thriller,R,97.0,0.1182882115244865,6.1
1968,Adventure,Not Rated,75.0,0.2311581075191497,4.5
2014,Drama,R,97.0,0.1912835389375686,6.3
1970,Drama,PG-13,115.0,0.132777452468872,5.5
2001,Crime,R,97.0,0.3296493291854858,5.5
1941,Crime,Approved,66.0,0.2561063766479492,6.2
1998,Comedy,Not Rated,92.0,0.2352735698223114,5.2
1941,Thriller,Approved,85.0,0.4185879528522491,6.4
2013,Documentary,PG-13,100.0,0.2868791222572326,4.8
2012,Drama,Not Rated,64.0,0.2123498022556305,4.4
1979,Comedy,Not Rated,120.0,0.1222928836941719,8.5
2008,Drama,Not Rated,106.0,0.3080091476440429,7.3
1996,Crime,PG-13,124.0,0.3454931974411011,6.1
1982,Crime,PG,110.0,0.3477303981781006,5.6
2009,Drama,PG-13,95.0,0.1838651001453399,6.8
2005,Documentary,R,78.0,0.1903020292520523,5.3
1966,Drama,Not Rated,65.0,0.1001569330692291,7.4
2007,Crime,Not Rated,79.0,0.3484736084938049,6.7
2004,Documentary,PG-13,87.0,0.0867030546069145,7.7
1953,Adventure,Approved,67.0,0.1749896109104156,5.9
2006,Drama,PG-13,88.0,0.1889346837997436,5.8
1957,Comedy,Not Rated,81.0,0.2858796715736389,6.6
1999,Thriller,R,87.0,0.2283939719200134,5.4
2012,Crime,Not Rated,92.0,0.1936326771974563,5.5
2005,Comedy,R,81.0,0.2310002893209457,3.2
1958,Drama,Not Rated,80.0,0.2170219719409942,6.8
2014,Drama,PG,96.0,0.1605234146118164,5.3
2009,Drama,Not Rated,96.0,0.2324651926755905,4.4
2016,Romance,Not Rated,75.0,0.2283798456192016,4.2
1964,Comedy,Approved,128.0,0.1541381329298019,6.6
2009,Drama,Not Rated,110.0,0.2184379994869232,6.3
2014,Drama,Not Rated,98.0,0.2223584353923797,6.2
1989,Documentary,Not Rated,110.0,0.6470627784729004,6.9
2016,Documentary,R,85.0,0.1208410114049911,4.9
2001,Documentary,R,103.0,0.315394252538681,3.6
1982,Crime,R,85.0,0.2866771221160888,4.9
2005,Comedy,PG-13,90.0,0.2411807924509048,5.5
2005,Crime,R,101.0,0.250750333070755,5.0
1954,Drama,Approved,72.0,0.1988625824451446,6.4
2005,Documentary,Not Rated,100.0,0.2868791222572326,6.0
2000,Documentary,R,82.0,0.2226067185401916,4.4
1973,Drama,R,90.0,0.3669213056564331,3.7
1973,Horror,R,89.0,0.12181156873703,5.6
2013,Documentary,Not Rated,125.0,0.2868791222572326,7.6
1967,Romance,Not Rated,111.0,0.2937164902687073,7.4
2016,Drama,Not Rated,79.0,0.28725066781044,5.4
2003,Crime,R,89.0,0.1689465343952179,3.8
2014,Thriller,PG-13,91.0,0.2314137071371078,6.9
2011,Documentary,R,79.0,0.2868791222572326,5.0
1987,Drama,Not Rated,106.0,0.1938779950141906,6.0
1987,Drama,R,95.0,0.177483782172203,4.8
2002,Documentary,R,93.0,0.2717481851577759,4.5
2014,Horror,Not Rated,77.0,0.2966732680797577,1.3
1987,Drama,Not Rated,93.0,0.231180652976036,7.3
1965,Comedy,Approved,84.0,0.0221946574747562,5.0
2007,Documentary,PG-13,92.0,0.1837210655212402,6.8
1994,Adventure,PG-13,82.0,0.3217800855636596,5.2
1980,Comedy,PG,95.0,0.109547771513462,4.7
2010,Thriller,Not Rated,120.0,0.2435990571975708,7.2
1973,Drama,R,72.0,0.1422837674617767,4.7
2013,Documentary,Not Rated,86.0,0.3256945610046386,6.5
2015,Documentary,R,84.0,0.574514627456665,3.2
1946,Horror,Approved,59.0,0.1559745222330093,4.8
2007,Comedy,PG,111.0,0.132786363363266,5.5
2001,Adventure,PG-13,94.0,0.2549695670604706,5.9
2003,Romance,R,138.0,0.3104577660560608,7.6
2003,Comedy,Not Rated,114.0,0.2108197063207626,7.1
1990,Horror,R,105.0,0.3833549916744232,5.2
2006,Horror,Not Rated,122.0,0.2475781142711639,4.2
1989,Comedy,R,102.0,0.1629358679056167,4.0
1969,Drama,R,111.0,0.258847177028656,7.2
2014,Comedy,R,91.0,0.1660085171461105,2.7
2015,Documentary,R,82.0,0.2742325663566589,5.3
1965,Drama,Not Rated,96.0,0.1632028669118881,5.5
1976,Horror,Not Rated,90.0,0.2076775282621383,5.1
2004,Comedy,R,98.0,0.1596230268478393,4.2
1998,Thriller,Not Rated,109.0,0.1944146454334259,6.9
1984,Drama,Not Rated,103.0,0.0333642438054084,5.3
1986,Adventure,PG-13,121.0,0.4174039661884308,6.0
1996,Drama,R,88.0,0.2638790607452392,6.6
1983,Drama,R,110.0,0.1119930297136306,6.6
1977,Romance,PG,104.0,0.2788659930229187,5.9
1957,Adventure,Approved,93.0,0.2206372618675232,5.8
2015,Documentary,Not Rated,124.0,0.2868791222572326,5.3
1973,Crime,R,87.0,0.3594082593917846,5.5
1965,Comedy,Approved,108.0,0.1932854950428009,6.1
1999,Documentary,PG-13,98.0,0.2285745292901992,6.3
1982,Horror,R,77.0,0.3833549916744232,7.9
1994,Documentary,R,111.0,0.4209185242652893,6.8
1976,Romance,R,100.0,0.1280886828899383,5.1
1980,Comedy,R,99.0,0.1849033087491989,6.5
1973,Drama,PG,110.0,0.156368613243103,6.7
1996,Drama,R,87.0,0.1463181674480438,3.4
2013,Drama,Not Rated,79.0,0.0813642591238021,1.5
2013,Thriller,Not Rated,79.0,0.1556504517793655,3.4
1968,Crime,Not Rated,68.0,0.2946172952651977,4.3
2012,Comedy,Not Rated,89.0,0.3380908370018005,4.7
2013,Comedy,Not Rated,92.0,0.1992117464542389,6.3
2008,Romance,Not Rated,138.0,0.4647858142852783,2.0
2009,Drama,Not Rated,117.0,0.1781116127967834,5.2
2012,Drama,R,106.0,0.3262999057769775,7.1
1996,Crime,PG-13,90.0,0.2105432450771331,5.8
1963,Horror,Approved,93.0,0.205067440867424,6.1
1939,Thriller,Approved,61.0,0.1736040711402893,6.1
2004,Comedy,R,96.0,0.3039429783821106,4.9
1956,Romance,Approved,82.0,0.0954842120409011,5.8
2013,Horror,R,125.0,0.2448174357414245,6.2
2009,Crime,R,91.0,0.2105432450771331,5.7
2008,Comedy,R,83.0,0.3741359710693359,4.4
2007,Adventure,R,85.0,0.1737624555826187,5.2
1999,Thriller,R,98.0,0.5192447900772095,6.0
1935,Romance,Not Rated,83.0,0.2159076929092407,6.0
1959,Comedy,Not Rated,101.0,0.2487258613109588,6.2
2007,Thriller,R,116.0,0.2643789052963257,6.2
1950,Comedy,Not Rated,92.0,0.0990898981690406,6.5
1989,Drama,R,81.0,0.3080091476440429,4.1
