year,genre,parentalAdvisor,duree,themaScore,imdbRating
2006,Drama,Not Rated,75.0,0.1590752899646759,4.4
2004,Comedy,Not Rated,98.0,0.0683793872594833,7.3
1972,Crime,R,101.0,0.3082108497619629,5.5
1997,Drama,PG,84.0,0.1295671761035919,5.1
2015,Crime,Not Rated,88.0,0.13269904255867,3.0
1996,Comedy,PG,89.0,0.287352442741394,4.9
1958,Adventure,Not Rated,126.0,0.1886804401874542,6.3
2001,Horror,R,72.0,0.2804579138755798,2.7
2016,Thriller,R,86.0,0.1881971657276153,6.4
1978,Comedy,R,81.0,0.1916994303464889,4.3
1974,Horror,R,92.0,0.3425483107566833,4.8
1989,Drama,R,97.0,0.1153380572795867,5.5
1988,Romance,PG-13,113.0,0.310329258441925,6.5
2015,Romance,R,100.0,0.3254772424697876,5.4
2003,Romance,Not Rated,92.0,0.2283798456192016,7.0
2008,Comedy,R,93.0,0.061913214623928,6.1
2002,Drama,R,120.0,0.2182970196008682,5.2
2012,Documentary,Not Rated,83.0,0.2226067185401916,5.3
1962,Documentary,Not Rated,73.0,0.2868791222572326,5.3
1978,Thriller,PG,85.0,0.3793346583843231,3.6
1936,Romance,Approved,81.0,0.2736934721469879,5.9
1973,Crime,PG,103.0,0.3566404581069946,6.8
1996,Crime,R,83.0,0.2873880267143249,6.4
2015,Romance,PG-13,92.0,0.2684247493743896,6.7
1951,Crime,Not Rated,75.0,0.1128756254911422,6.6
2004,Thriller,R,81.0,0.3847893476486206,4.3
1989,Thriller,Not Rated,139.0,0.3141951262950897,6.1
1973,Crime,Not Rated,105.0,0.2350105792284011,6.6
2006,Crime,Not Rated,92.0,0.1838703900575637,5.4
1974,Crime,R,112.0,0.0503257289528846,7.2
1975,Adventure,PG,98.0,0.1039624810218811,5.6
1942,Crime,Approved,61.0,0.3610828518867492,5.3
1979,Drama,R,112.0,0.0837137997150421,7.0
2002,Adventure,R,118.0,0.3832966387271881,6.7
2014,Drama,PG-13,94.0,0.3080091476440429,5.8
2007,Drama,Not Rated,90.0,0.0895501524209976,6.0
2013,Romance,PG-13,115.0,0.4836229085922241,5.0
2007,Documentary,Not Rated,143.0,0.485900342464447,7.3
2004,Thriller,R,97.0,0.2361224591732025,5.0
2015,Drama,PG-13,97.0,0.3080091476440429,6.2
1997,Documentary,PG-13,106.0,0.1418425440788269,6.8
1999,Thriller,R,88.0,0.2671547532081604,6.3
1999,Drama,R,110.0,0.1482326686382293,5.2
1975,Horror,R,89.0,0.2945133447647095,5.7
1977,Adventure,PG,92.0,0.236819788813591,5.7
2008,Adventure,R,95.0,0.1370258927345276,3.5
1963,Comedy,Not Rated,92.0,0.149297833442688,7.0
2012,Drama,Not Rated,69.0,0.3080091476440429,7.6
2013,Horror,Not Rated,77.0,0.1891679465770721,6.9
2002,Drama,R,114.0,0.1981866210699081,5.7
1988,Drama,R,98.0,0.3080091476440429,5.0
2012,Documentary,R,86.0,0.2791817188262939,3.8
2001,Drama,PG-13,105.0,0.1482326686382293,5.5
1983,Drama,PG-13,119.0,0.0897653475403785,7.1
2008,Crime,Not Rated,100.0,0.1490611732006073,4.4
1973,Horror,R,103.0,0.1708772182464599,4.6
2008,Documentary,R,93.0,0.4255926609039306,4.4
2007,Drama,Not Rated,89.0,0.3080091476440429,7.2
2008,Drama,PG-13,102.0,0.2293127626180648,6.3
1997,Romance,PG-13,85.0,0.3104577660560608,5.6
2013,Documentary,Not Rated,95.0,0.1815087497234344,4.6
2000,Documentary,R,90.0,0.2227782905101776,5.6
1966,Crime,Approved,109.0,0.1948535144329071,7.1
2003,Drama,Not Rated,84.0,0.1741525530815124,5.2
1957,Romance,Approved,78.0,0.292317658662796,5.6
1979,Comedy,PG,93.0,0.3359021842479706,5.2
2008,Crime,R,96.0,0.3051639199256897,4.7
2011,Drama,PG-13,102.0,0.1568179428577423,5.6
1992,Documentary,R,100.0,0.2342698723077774,5.8
1957,Crime,Approved,69.0,0.3706273436546325,6.3
2003,Drama,R,96.0,0.1482326686382293,4.2
1985,Drama,R,82.0,0.2369730770587921,4.2
1986,Drama,Not Rated,123.0,0.1831353902816772,7.4
1949,Drama,Not Rated,100.0,0.2463204860687255,6.8
2015,Crime,R,90.0,0.1872587352991104,6.3
1987,Drama,PG-13,135.0,0.2581840753555298,7.9
2008,Comedy,Not Rated,88.0,0.1680034548044204,5.5
1997,Comedy,R,101.0,0.4098997712135315,4.7
1998,Romance,Not Rated,135.0,0.0269010253250598,7.0
2007,Drama,R,95.0,0.1899051964282989,7.2
2012,Romance,Not Rated,89.0,0.1819442510604858,4.1
1996,Drama,PG-13,96.0,0.2214101254940033,6.2
1943,Drama,Approved,64.0,0.0734076723456382,4.8
1950,Drama,Approved,94.0,0.2741973400115967,6.7
1956,Comedy,Approved,99.0,0.114468328654766,7.4
1968,Comedy,PG-13,99.0,0.1961176842451095,6.0
2000,Thriller,R,87.0,0.255416989326477,6.2
2015,Comedy,Not Rated,76.0,0.1714310348033905,3.5
2007,Documentary,Not Rated,102.0,0.2124753892421722,5.1
2010,Documentary,PG,91.0,0.0558261759579181,3.8
1998,Thriller,R,91.0,0.4032188951969147,5.2
2003,Drama,R,102.0,0.3080091476440429,6.5
1953,Crime,Approved,94.0,0.2093547880649566,4.7
2013,Drama,Not Rated,84.0,0.2223618030548095,5.3
2013,Horror,Not Rated,72.0,0.1685302257537841,5.3
2010,Thriller,Not Rated,120.0,0.2075570076704025,3.0
1952,Comedy,Not Rated,82.0,0.170834332704544,6.1
1976,Adventure,PG,88.0,0.3042429387569427,4.5
2000,Drama,Not Rated,100.0,0.1482326686382293,6.7
2003,Documentary,R,108.0,0.2868791222572326,7.4
1982,Comedy,R,100.0,0.1753984987735748,6.9
2014,Drama,R,95.0,0.2624956667423248,4.9
2007,Crime,Not Rated,89.0,0.3008815944194793,7.1
2011,Drama,Not Rated,95.0,0.0735708773136138,5.0
2014,Drama,Not Rated,111.0,0.2048502266407013,6.8
2010,Comedy,PG-13,100.0,0.240676611661911,5.3
2004,Thriller,R,90.0,0.2852897644042969,6.0
1975,Crime,PG,90.0,0.2402576208114624,4.7
1935,Drama,Approved,76.0,0.1129120141267776,6.8
2009,Drama,R,110.0,0.3080091476440429,3.1
1998,Romance,R,91.0,0.1722339391708374,6.2
2007,Drama,Not Rated,99.0,0.3080091476440429,6.2
1974,Crime,R,89.0,0.3665936589241028,6.0
1944,Crime,Approved,102.0,0.3005950450897217,7.1
2012,Horror,Not Rated,130.0,0.1763134598731994,4.1
1981,Horror,Not Rated,90.0,0.1671323180198669,5.2
2008,Comedy,Not Rated,110.0,0.3039429783821106,7.4
1972,Horror,PG,96.0,0.1775090247392654,5.9
2009,Thriller,PG-13,91.0,0.2194130271673202,5.3
1983,Crime,R,113.0,0.3319247364997864,5.5
1998,Drama,R,84.0,0.1438488960266113,5.3
1966,Adventure,Not Rated,83.0,0.1937964856624603,7.3
1994,Drama,R,88.0,0.0869943350553512,4.9
2011,Comedy,Not Rated,102.0,0.23905810713768,7.1
1995,Drama,R,108.0,0.178226351737976,6.9
2013,Crime,R,104.0,0.2957082092761993,5.2
2012,Comedy,R,115.0,0.2744736671447754,6.9
2008,Horror,PG-13,97.0,0.3833549916744232,3.4
1973,Comedy,R,102.0,0.1213434487581253,3.5
2009,Romance,R,97.0,0.2283798456192016,6.6
2005,Comedy,R,82.0,0.0917196497321128,6.2
1988,Comedy,R,96.0,0.1844245195388794,4.9
2006,Comedy,PG,93.0,0.243649274110794,6.1
1967,Crime,PG,90.0,0.1996645331382751,5.6
2008,Drama,R,90.0,0.1852976679801941,4.7
1987,Comedy,R,77.0,0.1815775036811828,4.6
2006,Drama,Not Rated,90.0,0.2037170529365539,7.1
1965,Comedy,Approved,122.0,0.3319083750247955,7.0
2012,Documentary,Not Rated,108.0,0.2226067185401916,5.6
2010,Adventure,Not Rated,98.0,0.1822031736373901,5.4
2001,Documentary,Not Rated,110.0,0.2176289409399032,7.2
1997,Comedy,R,82.0,0.0904126316308975,2.3
2012,Documentary,Not Rated,110.0,0.2136100530624389,7.0
1987,Romance,R,92.0,0.2844353318214416,5.4
1991,Comedy,R,81.0,0.4535648822784424,5.6
2011,Drama,Not Rated,122.0,0.1816516518592834,6.7
2003,Comedy,R,96.0,0.4130111932754516,5.6
1998,Comedy,R,93.0,0.3761234879493713,5.9
1975,Documentary,PG,103.0,0.3176318407058716,7.0
2011,Horror,Not Rated,83.0,0.3467605113983154,5.4
2009,Drama,Not Rated,101.0,0.1744059324264526,6.9
2013,Thriller,R,89.0,0.3068524301052093,5.6
2007,Drama,Not Rated,97.0,0.0253075435757637,6.8
1991,Drama,PG-13,95.0,0.3080091476440429,4.6
2014,Horror,Not Rated,75.0,0.1364855468273162,3.0
1957,Comedy,Approved,103.0,0.2318822741508484,7.2
1987,Comedy,R,97.0,0.226203054189682,5.3
1994,Crime,Not Rated,80.0,0.3660885095596313,6.3
2014,Adventure,R,86.0,0.2504056692123413,5.8
2014,Drama,PG-13,105.0,0.2837700247764587,7.2
1973,Romance,Not Rated,82.0,0.2006275653839111,7.0
2014,Crime,R,92.0,0.2521053254604339,4.7
2016,Drama,Not Rated,87.0,0.1582550704479217,6.8
1996,Horror,R,93.0,0.2243018746376037,5.6
1966,Romance,Not Rated,103.0,0.5003947615623474,7.4
2008,Adventure,R,99.0,0.1379429250955581,4.9
1989,Crime,R,108.0,0.304822564125061,6.7
1985,Drama,Not Rated,110.0,0.1482326686382293,7.3
2014,Drama,Not Rated,83.0,0.2048727720975875,6.5
2005,Horror,Not Rated,70.0,0.1815394908189773,3.4
1947,Romance,Approved,87.0,0.1615605652332306,6.4
1985,Romance,PG,86.0,0.2047055661678314,5.2
2010,Drama,Not Rated,97.0,0.3916830420494079,6.6
2014,Drama,Not Rated,92.0,0.1936726421117782,6.6
1991,Drama,PG-13,83.0,0.1792538464069366,5.8
2014,Drama,PG-13,115.0,0.1178075969219207,5.0
1963,Crime,Not Rated,89.0,0.2220118641853332,5.7
2000,Comedy,R,96.0,0.0438520312309265,6.9
1965,Drama,R,118.0,0.1921392381191253,6.2
2004,Drama,R,108.0,0.1364864856004715,6.9
2014,Crime,PG,78.0,0.230595201253891,6.4
2001,Adventure,PG-13,104.0,0.1597748398780822,4.7
2000,Documentary,R,86.0,0.3422007858753204,5.8
1997,Crime,Not Rated,111.0,0.1987519860267639,6.6
1948,Drama,Not Rated,110.0,0.1946526765823364,6.9
2000,Romance,R,130.0,0.3063092231750488,5.9
1988,Comedy,R,88.0,0.1792067140340805,4.6
1995,Romance,Not Rated,110.0,0.3921507000923157,6.4
2014,Drama,PG,91.0,0.2215495854616165,4.3
2010,Comedy,R,90.0,0.1922558397054672,5.8
1974,Thriller,R,92.0,0.2341435104608535,4.3
1956,Comedy,Not Rated,79.0,0.2337078005075454,5.6
1972,Drama,PG,104.0,0.2398850619792938,5.4
2008,Documentary,Not Rated,90.0,0.2319280505180359,4.9
1969,Crime,PG,87.0,0.1076046079397201,5.6
1984,Drama,R,81.0,0.1502666026353836,5.2
1993,Adventure,R,102.0,0.3596446514129638,6.2
1963,Comedy,Not Rated,85.0,0.2729510366916656,6.9
2010,Drama,PG-13,95.0,0.1482326686382293,5.0
1999,Comedy,Not Rated,80.0,0.3039429783821106,7.2
2010,Drama,PG-13,99.0,0.0948768779635429,5.0
2008,Comedy,R,92.0,0.1774029433727264,6.3
2008,Crime,R,101.0,0.3257896602153778,6.0
2009,Documentary,Not Rated,107.0,0.2868791222572326,2.7
2006,Romance,R,90.0,0.3489794731140136,4.6
2016,Romance,R,103.0,0.3104577660560608,6.6
2001,Comedy,Not Rated,139.0,0.171139970421791,6.3
1980,Drama,PG,97.0,0.1594212055206298,7.0
1995,Drama,R,93.0,0.1892480105161667,4.2
1937,Drama,Not Rated,77.0,0.1252108514308929,6.2
1980,Crime,R,104.0,0.2971923351287842,5.7
1965,Crime,Approved,116.0,0.2495640218257904,6.7
1972,Drama,R,92.0,0.2869510650634765,4.4
1979,Horror,PG,100.0,0.2211214154958725,5.4
1983,Crime,R,109.0,0.333268404006958,6.3
1974,Crime,PG,98.0,0.3841849565505981,5.6
1981,Horror,R,96.0,0.2608177661895752,5.9
2013,Comedy,R,123.0,0.0648235827684402,6.6
1976,Adventure,R,86.0,0.1465170234441757,3.4
2012,Drama,Not Rated,85.0,0.1482326686382293,4.5
2015,Drama,Not Rated,95.0,0.1069861501455307,7.5
1977,Adventure,Not Rated,95.0,0.246939480304718,6.1
1956,Thriller,Approved,129.0,0.2366605699062347,7.4
2005,Documentary,Not Rated,96.0,0.3742570877075195,7.5
1998,Comedy,R,94.0,0.0683865994215011,5.8
2014,Drama,Not Rated,132.0,0.1537096053361892,5.6
1984,Horror,Not Rated,87.0,0.1674036234617233,6.4
1998,Adventure,Not Rated,112.0,0.2934667468070984,6.9
2011,Comedy,Not Rated,96.0,0.243649274110794,4.0
2016,Crime,R,89.0,0.2485781461000442,5.3
2014,Romance,PG,91.0,0.3579588234424591,6.8
1954,Comedy,Approved,100.0,0.331109344959259,5.5
1987,Horror,R,96.0,0.1810903549194336,4.7
2012,Thriller,R,89.0,0.2832266092300415,5.8
2011,Crime,R,109.0,0.1981064975261688,6.5
2011,Documentary,Not Rated,96.0,0.519067645072937,7.1
1992,Comedy,PG-13,93.0,0.2047786116600036,5.8
2010,Drama,Not Rated,107.0,0.3080091476440429,8.3
2008,Comedy,PG,112.0,0.3039429783821106,6.6
2010,Drama,R,83.0,0.2925131916999817,4.1
2007,Crime,R,97.0,0.3346325755119324,6.1
1980,Horror,Not Rated,93.0,0.3348341584205627,4.4
1987,Comedy,PG-13,108.0,0.0855285972356796,4.2
1982,Thriller,R,95.0,0.2869454324245453,5.8
1987,Adventure,PG-13,86.0,0.1551486104726791,6.5
1957,Drama,Not Rated,122.0,0.2402812540531158,7.5
2006,Comedy,PG-13,112.0,0.0432876534759998,5.2
2001,Romance,R,110.0,0.3841765522956848,5.1
1973,Horror,R,104.0,0.0665073320269584,4.7
1990,Thriller,PG-13,93.0,0.1455952674150467,4.9
1992,Documentary,PG-13,87.0,0.3768117129802704,7.5
1957,Adventure,Not Rated,88.0,0.0460406392812728,5.5
2011,Drama,Not Rated,95.0,0.2943676710128784,7.6
1991,Drama,Not Rated,92.0,0.0910734981298446,6.4
1972,Thriller,R,86.0,0.2366241812705993,5.1
1959,Romance,Approved,102.0,0.2146945893764495,5.0
2015,Drama,R,94.0,0.3080091476440429,5.4
1951,Crime,Approved,93.0,0.4452770352363586,6.3
2009,Adventure,Not Rated,135.0,0.280495673418045,7.3
2015,Thriller,Not Rated,103.0,0.4192458093166351,4.0
2012,Comedy,Not Rated,118.0,0.2282118946313858,5.8
2013,Crime,Not Rated,108.0,0.3994787931442261,7.2
1962,Comedy,Not Rated,100.0,0.1830573230981826,5.9
2001,Adventure,R,103.0,0.4370568096637726,6.2
2012,Drama,R,101.0,0.2057937234640121,4.7
1979,Drama,R,142.0,0.1384879499673843,6.4
2001,Comedy,R,95.0,0.3299713134765625,6.4
2010,Documentary,R,100.0,0.2226067185401916,6.6
1950,Comedy,Approved,87.0,0.1709299832582473,6.6
1994,Romance,R,100.0,0.2073393166065216,7.0
1953,Crime,Approved,88.0,0.1830396056175232,5.3
2013,Thriller,R,104.0,0.1454436630010604,4.2
1980,Thriller,R,88.0,0.3549563288688659,5.5
1973,Comedy,R,84.0,0.177630066871643,4.6
2006,Crime,Not Rated,86.0,0.3415038585662842,5.7
2004,Documentary,PG-13,98.0,0.5143224000930786,6.2
1986,Thriller,R,90.0,0.2185917645692825,4.5
2010,Adventure,Not Rated,52.0,0.2517046630382538,6.3
1953,Adventure,Approved,82.0,0.2363395541906356,5.4
2003,Romance,R,95.0,0.3212981820106506,5.7
2003,Documentary,Not Rated,147.0,0.2868791222572326,4.8
1985,Adventure,PG-13,115.0,0.232774406671524,6.0
1990,Drama,PG-13,126.0,0.1139699891209602,6.6
1952,Romance,Approved,86.0,0.2397248297929763,6.4
2013,Documentary,PG,92.0,0.1776115596294403,7.4
2006,Drama,Not Rated,83.0,0.2312395870685577,3.7
2013,Horror,R,97.0,0.0683415904641151,6.1
1965,Drama,Approved,93.0,0.0252921171486377,5.9
2002,Drama,R,85.0,0.2194972783327102,5.0
1998,Drama,PG-13,96.0,0.1780849397182464,5.4
1970,Comedy,R,100.0,0.2019446194171905,6.9
2014,Drama,Not Rated,85.0,0.1317239850759506,4.7
2014,Horror,Not Rated,95.0,0.3682262301445007,7.4
1962,Comedy,Not Rated,105.0,0.129789799451828,8.2
2007,Documentary,PG-13,120.0,0.1994809806346893,7.1
1971,Comedy,PG-13,94.0,0.1657809913158416,7.1
1999,Comedy,R,88.0,0.122773602604866,4.1
1977,Horror,Not Rated,118.0,0.3833549916744232,6.4
2011,Adventure,Not Rated,88.0,0.1786109209060669,5.6
2003,Comedy,PG,90.0,0.2229833900928497,7.2
1999,Comedy,R,101.0,0.1461813896894455,5.1
2006,Adventure,R,99.0,0.1720709204673767,5.4
2015,Romance,PG-13,97.0,0.2556733191013336,5.2
2015,Documentary,Not Rated,95.0,0.3585650324821472,5.4
2010,Documentary,R,80.0,0.1304879337549209,3.6
1962,Drama,Not Rated,111.0,0.1361491978168487,7.9
1997,Comedy,Not Rated,85.0,0.2081856727600097,5.0
1993,Romance,R,91.0,0.2426151633262634,5.2
1973,Documentary,Not Rated,106.0,0.5303378105163574,5.7
2012,Documentary,Not Rated,89.0,0.1230297833681106,5.4
2004,Drama,PG-13,111.0,0.1778047978878021,5.3
1953,Comedy,Approved,87.0,0.1143583357334137,6.9
2004,Romance,R,94.0,0.2887095808982849,2.7
1966,Romance,Approved,87.0,0.2788218259811401,5.5
1991,Crime,PG-13,98.0,0.3169282376766205,5.6
2004,Romance,Not Rated,95.0,0.4001728892326355,4.3
1990,Drama,R,99.0,0.2044599652290344,5.8
2016,Documentary,Not Rated,111.0,0.4799075722694397,6.1
1943,Drama,Approved,84.0,0.0854579210281372,6.4
1999,Drama,R,110.0,0.2299279868602752,6.0
2014,Documentary,Not Rated,138.0,0.3537304103374481,6.2
1994,Romance,R,99.0,0.2430930137634277,5.3
2011,Horror,Not Rated,90.0,0.2595764398574829,2.4
2001,Horror,PG-13,104.0,0.2783638834953308,5.1
2011,Documentary,R,89.0,0.2868791222572326,7.3
1999,Documentary,R,111.0,0.2868791222572326,5.2
1965,Crime,Not Rated,90.0,0.2186021506786346,6.8
1995,Drama,R,81.0,0.1482326686382293,4.7
1984,Drama,PG,107.0,0.0620537400245666,8.1
2014,Drama,Not Rated,84.0,0.1778765767812729,5.0
1957,Crime,Not Rated,83.0,0.0927542150020599,6.1
1957,Romance,Approved,75.0,0.2767010927200317,5.6
2014,Horror,PG-13,103.0,0.1830850839614868,6.6
2001,Drama,R,90.0,0.0705040693283081,4.4
1989,Crime,Not Rated,92.0,0.2152555286884308,5.9
1999,Romance,R,115.0,0.2720960676670074,5.8
1946,Drama,Approved,94.0,0.2539039254188537,6.4
1982,Comedy,R,105.0,0.1690226197242736,5.1
1992,Documentary,PG,84.0,0.0561419613659381,5.1
2015,Comedy,R,89.0,0.4978293180465698,6.4
2009,Drama,PG-13,83.0,0.3080091476440429,3.5
2012,Documentary,R,90.0,0.2226067185401916,5.4
2010,Drama,R,124.0,0.2359635829925537,6.3
1989,Drama,PG,91.0,0.1899396479129791,5.4
1971,Thriller,R,97.0,0.1798630952835083,6.3
1972,Horror,PG,108.0,0.2514612376689911,6.8
2001,Thriller,Not Rated,85.0,0.1571970582008361,6.8
2014,Documentary,PG-13,93.0,0.5057168006896973,6.5
2006,Thriller,Not Rated,86.0,0.2373463213443756,6.6
2009,Drama,Not Rated,82.0,0.1482326686382293,5.5
2002,Documentary,R,103.0,0.1526951640844345,4.9
1981,Thriller,R,77.0,0.290766954421997,5.5
2013,Adventure,Not Rated,94.0,0.3122252225875854,6.7
1998,Documentary,R,113.0,0.2367414832115173,6.7
1936,Crime,Approved,57.0,0.317254364490509,6.1
1996,Comedy,R,97.0,0.20094995200634,4.7
1976,Crime,R,135.0,0.2591550946235657,7.3
1932,Drama,Approved,77.0,0.3044358491897583,6.7
1990,Documentary,R,93.0,0.3190229833126068,4.6
1947,Crime,Approved,60.0,0.3378163576126098,5.9
1972,Comedy,PG,98.0,0.2855708599090576,6.0
2009,Crime,PG-13,106.0,0.1088073924183845,5.8
2013,Drama,Not Rated,104.0,0.1170530170202255,6.0
1998,Documentary,R,88.0,0.1421636641025543,4.8
2013,Crime,R,140.0,0.2045188248157501,6.6
2006,Drama,Not Rated,97.0,0.3341714739799499,7.5
1998,Comedy,R,94.0,0.2641923427581787,3.6
2006,Crime,PG,89.0,0.4326739609241485,6.2
1986,Comedy,R,82.0,0.1694003343582153,3.9
1954,Comedy,Approved,64.0,0.1857536137104034,5.9
2009,Horror,Not Rated,90.0,0.3269357979297638,8.2
2004,Documentary,R,97.0,0.3290766775608063,5.3
1961,Drama,Not Rated,115.0,0.1510930955410003,5.5
1986,Documentary,Not Rated,84.0,0.2335151433944702,7.7
2002,Comedy,R,88.0,0.0422512255609035,6.0
2013,Documentary,Not Rated,129.0,0.3201950788497925,6.5
2012,Horror,Not Rated,64.0,0.2387400269508361,7.4
2014,Documentary,Not Rated,62.0,0.1042963042855262,5.6
1975,Drama,PG,95.0,0.2679648399353027,7.6
1975,Comedy,R,91.0,0.2150751948356628,6.4
1986,Comedy,PG,83.0,0.2445800006389618,4.5
2012,Crime,R,104.0,0.1900137066841125,5.7
1980,Horror,R,91.0,0.3945245742797851,6.0
2009,Drama,R,120.0,0.2801545262336731,6.6
1993,Crime,R,93.0,0.3720761835575104,3.9
2016,Drama,PG-13,102.0,0.1355727463960647,6.7
1969,Drama,R,107.0,0.1427467167377472,6.1
1952,Crime,Not Rated,78.0,0.2904834747314453,6.3
1991,Drama,R,89.0,0.2467033714056015,4.8
1963,Comedy,Not Rated,85.0,0.1147420704364776,6.8
1966,Drama,Not Rated,69.0,0.3072904348373413,5.8
2011,Documentary,Not Rated,91.0,0.3147549629211426,6.9
1973,Thriller,R,90.0,0.3108795285224914,5.4
1985,Documentary,Not Rated,129.0,0.1144843995571136,7.1
1998,Drama,Not Rated,100.0,0.1389169842004776,7.3
2006,Adventure,R,85.0,0.15933758020401,6.0
1972,Horror,R,63.0,0.1385905742645263,3.9
2016,Drama,R,110.0,0.1482326686382293,5.8
1968,Horror,Not Rated,80.0,0.167979210615158,6.4
1983,Crime,R,115.0,0.3280455470085144,6.6
2011,Crime,PG-13,85.0,0.2499177157878875,3.9
2015,Comedy,Not Rated,84.0,0.235509991645813,5.7
1982,Horror,PG,108.0,0.1957216709852218,6.7
1981,Comedy,Not Rated,100.0,0.087075762450695,6.8
1952,Romance,Not Rated,108.0,0.2735851407051086,6.2
2013,Comedy,Not Rated,81.0,0.2037383466958999,4.9
2013,Romance,PG,89.0,0.3249608278274536,8.0
1995,Crime,Not Rated,115.0,0.2133848369121551,6.8
1933,Drama,Approved,82.0,0.1252763122320175,7.0
2002,Comedy,Not Rated,56.0,0.0337392576038837,7.1
1988,Comedy,Not Rated,86.0,0.1942112445831298,4.8
1957,Romance,Approved,111.0,0.1942415535449981,6.6
1986,Documentary,Not Rated,53.0,0.1090597882866859,7.8
1999,Documentary,R,99.0,0.2868791222572326,6.1
1973,Crime,R,91.0,0.3242024183273315,5.9
2003,Drama,R,99.0,0.1817551255226135,3.1
1949,Adventure,Not Rated,99.0,0.2371931821107864,6.0
1987,Drama,R,91.0,0.3080091476440429,6.1
1997,Romance,R,130.0,0.4397949278354645,6.3
2010,Drama,PG-13,90.0,0.1775763183832168,6.0
1975,Horror,Not Rated,88.0,0.194435566663742,5.9
2011,Thriller,Not Rated,107.0,0.2283200621604919,5.7
2013,Thriller,Not Rated,84.0,0.2091915905475616,4.7
2016,Comedy,Not Rated,95.0,0.2440027892589569,6.7
1983,Romance,R,88.0,0.2424187362194061,5.3
2014,Documentary,R,88.0,0.3344801366329193,5.8
1967,Documentary,Not Rated,72.0,0.2310118079185485,6.6
2006,Documentary,Not Rated,97.0,0.2653701305389404,4.7
2016,Drama,Not Rated,89.0,0.28725066781044,7.5
2008,Thriller,Not Rated,125.0,0.2924720048904419,6.7
1980,Comedy,R,102.0,0.1978661715984344,5.7
2010,Documentary,R,94.0,0.1180424466729164,7.1
2014,Romance,Not Rated,140.0,0.2651278972625732,5.5
2000,Comedy,PG-13,89.0,0.2229315042495727,5.6
1967,Comedy,Not Rated,77.0,0.2092238068580627,6.2
2016,Comedy,PG-13,102.0,0.1861191540956497,3.3
1986,Comedy,PG-13,108.0,0.2386534065008163,6.8
2014,Drama,R,97.0,0.2360615134239196,3.9
1978,Crime,R,99.0,0.2395395785570144,5.3
1976,Drama,R,80.0,0.2222838550806045,3.9
1995,Documentary,R,109.0,0.270850658416748,6.0
1986,Drama,R,101.0,0.3444119095802307,4.7
1954,Drama,Not Rated,110.0,0.1771951615810394,5.9
2008,Drama,Not Rated,108.0,0.1011228710412979,6.4
1998,Drama,R,111.0,0.1746718883514404,6.2
2005,Romance,PG-13,90.0,0.3831027150154114,4.1
2014,Drama,R,116.0,0.0917131900787353,6.1
2005,Adventure,R,128.0,0.2464846521615982,6.1
2011,Drama,R,116.0,0.3080091476440429,6.8
2006,Documentary,R,92.0,0.0372644662857055,4.4
1973,Crime,PG,89.0,0.2827258110046386,6.3
1973,Drama,PG,89.0,0.1567845344543457,5.4
2000,Drama,PG-13,95.0,0.152641624212265,6.4
1970,Documentary,Not Rated,72.0,0.1233499199151992,5.3
2014,Drama,Not Rated,108.0,0.063517652451992,6.6
1987,Comedy,R,90.0,0.2336786538362503,4.5
2004,Documentary,Not Rated,115.0,0.2978096604347229,7.1
2012,Documentary,R,96.0,0.4496335983276367,6.7
2003,Drama,R,92.0,0.3080091476440429,5.4
2009,Crime,R,107.0,0.1923046559095382,4.8
1990,Romance,PG-13,109.0,0.0983818620443344,5.4
1940,Romance,Approved,99.0,0.1925196945667266,6.7
1978,Adventure,PG,98.0,0.2783652544021606,4.1
1967,Drama,R,72.0,0.3079779148101806,5.8
1999,Comedy,R,100.0,0.3039429783821106,2.8
1985,Thriller,R,89.0,0.2349529415369033,4.2
1988,Horror,PG-13,98.0,0.1797891557216644,4.6
2013,Documentary,R,124.0,0.442699670791626,7.3
1993,Drama,R,95.0,0.2057467252016067,5.1
1954,Drama,Approved,73.0,0.1851415932178497,5.8
2012,Drama,R,86.0,0.4737381339073181,3.4
